Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MainDomain,Skills,ContractType,Seniority,Certifications,AbsenceDaysLast12Months,MainAbsenceType,AttritionReason,ProjectHistory,SnapshotYear,MonthlyIncomeAtSnapshot,JobLevelAtSnapshot
35,No,Travel_Rarely,809,DSI,16,3,Systemes d Information,14,1,Male,84,4,1,Architecte SI,2,Married,2426,16479,0,No,13,3,3,1,6,5,3,5,4,0,3,Architecture & Securite SI,"ArchiMate, REST API, TOGAF, Agile, Firewall, PKI",CDI,Confirme,"CISSP, ISO 27001 Lead Auditor",3,Peu ou pas d absence,Toujours en poste,"Architecture & Securite SI - Refonte 2025 (Analyste, 2025); Architecture & Securite SI - Optimisation 2023 (Consultant, 2023); Architecture & Securite SI - Integration 2021 (Developpeur, 2021)",2025,2688,1
35,No,Travel_Rarely,809,DSI,16,3,Systemes d Information,14,1,Male,84,4,1,Architecte SI,2,Married,2426,16479,0,No,13,3,3,1,6,5,3,5,4,0,3,Architecture & Securite SI,"ArchiMate, REST API, TOGAF, Agile, Firewall, PKI",CDI,Confirme,"CISSP, ISO 27001 Lead Auditor",3,Peu ou pas d absence,Toujours en poste,"Architecture & Securite SI - Refonte 2025 (Analyste, 2025); Architecture & Securite SI - Optimisation 2023 (Consultant, 2023); Architecture & Securite SI - Integration 2021 (Developpeur, 2021)",2024,2694,1
35,No,Travel_Rarely,809,DSI,16,3,Systemes d Information,14,1,Male,84,4,1,Architecte SI,2,Married,2426,16479,0,No,13,3,3,1,6,5,3,5,4,0,3,Architecture & Securite SI,"ArchiMate, REST API, TOGAF, Agile, Firewall, PKI",CDI,Confirme,"CISSP, ISO 27001 Lead Auditor",3,Peu ou pas d absence,Toujours en poste,"Architecture & Securite SI - Refonte 2025 (Analyste, 2025); Architecture & Securite SI - Optimisation 2023 (Consultant, 2023); Architecture & Securite SI - Integration 2021 (Developpeur, 2021)",2023,2663,2
29,No,Travel_Rarely,153,Gestion de Projet / PMO,15,2,Reseaux & Telecoms,15,4,Female,49,2,2,Scrum Master,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Gestion de Projet / Scrum,"Risk Management, Jira, Confluence, SAFe",CDD,Senior,PSM II,33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Optimisation 2023 (Tech Lead, 2023); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Tech Lead, 2021); Gestion de Projet / Scrum - Evolution 2020 (Consultant Senior, 2020); Gestion de Projet / Scrum - Optimisation 2019 (Architecte, 2019)",2025,4607,2
29,No,Travel_Rarely,153,Gestion de Projet / PMO,15,2,Reseaux & Telecoms,15,4,Female,49,2,2,Scrum Master,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Gestion de Projet / Scrum,"Risk Management, Jira, Confluence, SAFe",CDD,Senior,PSM II,33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Optimisation 2023 (Tech Lead, 2023); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Tech Lead, 2021); Gestion de Projet / Scrum - Evolution 2020 (Consultant Senior, 2020); Gestion de Projet / Scrum - Optimisation 2019 (Architecte, 2019)",2024,4506,2
29,No,Travel_Rarely,153,Gestion de Projet / PMO,15,2,Reseaux & Telecoms,15,4,Female,49,2,2,Scrum Master,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Gestion de Projet / Scrum,"Risk Management, Jira, Confluence, SAFe",CDD,Senior,PSM II,33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Optimisation 2023 (Tech Lead, 2023); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Tech Lead, 2021); Gestion de Projet / Scrum - Evolution 2020 (Consultant Senior, 2020); Gestion de Projet / Scrum - Optimisation 2019 (Architecte, 2019)",2023,4778,2
29,No,Travel_Rarely,153,Gestion de Projet / PMO,15,2,Reseaux & Telecoms,15,4,Female,49,2,2,Scrum Master,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Gestion de Projet / Scrum,"Risk Management, Jira, Confluence, SAFe",CDD,Senior,PSM II,33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Optimisation 2023 (Tech Lead, 2023); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Tech Lead, 2021); Gestion de Projet / Scrum - Evolution 2020 (Consultant Senior, 2020); Gestion de Projet / Scrum - Optimisation 2019 (Architecte, 2019)",2022,4728,2
29,No,Travel_Rarely,153,Gestion de Projet / PMO,15,2,Reseaux & Telecoms,15,4,Female,49,2,2,Scrum Master,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Gestion de Projet / Scrum,"Risk Management, Jira, Confluence, SAFe",CDD,Senior,PSM II,33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Optimisation 2023 (Tech Lead, 2023); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Tech Lead, 2021); Gestion de Projet / Scrum - Evolution 2020 (Consultant Senior, 2020); Gestion de Projet / Scrum - Optimisation 2019 (Architecte, 2019)",2021,4535,2
31,No,Travel_Rarely,670,QA / Test & Recette,26,1,Reseaux & Telecoms,16,1,Male,31,3,1,Testeur Automatisation,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,Test / QA / Automatisation,"Cypress, Postman, TestNG, Robot Framework",CDI,Confirme,"CSTE, ISTQB Advanced",2,Peu ou pas d absence,Toujours en poste,"Test / QA / Automatisation - Migration 2025 (Ingenieur, 2025); Test / QA / Automatisation - Optimisation 2023 (Ingenieur, 2023); Test / QA / Automatisation - Nouvelle implementation 2022 (Ingenieur, 2022); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Audit 2019 (Analyste, 2019)",2025,2779,1
31,No,Travel_Rarely,670,QA / Test & Recette,26,1,Reseaux & Telecoms,16,1,Male,31,3,1,Testeur Automatisation,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,Test / QA / Automatisation,"Cypress, Postman, TestNG, Robot Framework",CDI,Confirme,"CSTE, ISTQB Advanced",2,Peu ou pas d absence,Toujours en poste,"Test / QA / Automatisation - Migration 2025 (Ingenieur, 2025); Test / QA / Automatisation - Optimisation 2023 (Ingenieur, 2023); Test / QA / Automatisation - Nouvelle implementation 2022 (Ingenieur, 2022); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Audit 2019 (Analyste, 2019)",2024,3331,2
31,No,Travel_Rarely,670,QA / Test & Recette,26,1,Reseaux & Telecoms,16,1,Male,31,3,1,Testeur Automatisation,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,Test / QA / Automatisation,"Cypress, Postman, TestNG, Robot Framework",CDI,Confirme,"CSTE, ISTQB Advanced",2,Peu ou pas d absence,Toujours en poste,"Test / QA / Automatisation - Migration 2025 (Ingenieur, 2025); Test / QA / Automatisation - Optimisation 2023 (Ingenieur, 2023); Test / QA / Automatisation - Nouvelle implementation 2022 (Ingenieur, 2022); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Audit 2019 (Analyste, 2019)",2023,3130,1
34,No,Travel_Rarely,1346,Developpement Backend,19,2,Genie Logiciel,18,2,Male,93,3,1,Developpeur Python,4,Divorced,2661,8758,0,No,11,3,3,1,3,2,3,2,2,1,2,Developpement Java / Backend,"Jira, Git, Java, Hibernate",CDD,Confirme,AWS Developer Associate,25,Maladie longue / Arret,Toujours en poste,"Developpement Java / Backend - POC 2023 (Analyste, 2023); Developpement Java / Backend - Maintenance 2021 (Consultant, 2021); Developpement Java / Backend - Evolution 2020 (Analyste, 2020)",2025,2977,1
34,No,Travel_Rarely,1346,Developpement Backend,19,2,Genie Logiciel,18,2,Male,93,3,1,Developpeur Python,4,Divorced,2661,8758,0,No,11,3,3,1,3,2,3,2,2,1,2,Developpement Java / Backend,"Jira, Git, Java, Hibernate",CDD,Confirme,AWS Developer Associate,25,Maladie longue / Arret,Toujours en poste,"Developpement Java / Backend - POC 2023 (Analyste, 2023); Developpement Java / Backend - Maintenance 2021 (Consultant, 2021); Developpement Java / Backend - Evolution 2020 (Analyste, 2020)",2024,2610,1
28,Yes,Travel_Rarely,103,Developpement Web & Mobile,24,3,Commerce / Management,19,3,Male,50,2,1,Developpeur Frontend,3,Single,2028,12947,5,Yes,14,3,2,0,6,4,3,4,2,0,3,Developpement Fullstack JS / Web,"Angular, REST API, Flutter, React, TypeScript, Python",CDD,Confirme,AWS Developer Associate,7,Peu ou pas d absence,"salaire insuffisant, distance domicile-travail trop importante","Developpement Fullstack JS / Web - Nouvelle implementation 2025 (Analyste, 2025); Developpement Fullstack JS / Web - Integration 2024 (Ingenieur, 2024); Developpement Fullstack JS / Web - Maintenance 2023 (Developpeur, 2023); Developpement Fullstack JS / Web - POC 2021 (Analyste, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Consultant, 2020); Developpement Fullstack JS / Web - POC 2019 (Analyste, 2019)",2025,1976,1
28,Yes,Travel_Rarely,103,Developpement Web & Mobile,24,3,Commerce / Management,19,3,Male,50,2,1,Developpeur Frontend,3,Single,2028,12947,5,Yes,14,3,2,0,6,4,3,4,2,0,3,Developpement Fullstack JS / Web,"Angular, REST API, Flutter, React, TypeScript, Python",CDD,Confirme,AWS Developer Associate,7,Peu ou pas d absence,"salaire insuffisant, distance domicile-travail trop importante","Developpement Fullstack JS / Web - Nouvelle implementation 2025 (Analyste, 2025); Developpement Fullstack JS / Web - Integration 2024 (Ingenieur, 2024); Developpement Fullstack JS / Web - Maintenance 2023 (Developpeur, 2023); Developpement Fullstack JS / Web - POC 2021 (Analyste, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Consultant, 2020); Developpement Fullstack JS / Web - POC 2019 (Analyste, 2019)",2024,2010,1
29,No,Travel_Rarely,1389,Developpement Web & Mobile,21,4,Reseaux & Telecoms,20,2,Female,51,4,3,Developpeur Fullstack,1,Divorced,9980,10195,1,No,11,3,3,1,10,1,3,10,9,8,8,Developpement Fullstack JS / Web,"Angular, HTML/CSS, React, TypeScript, Linux, Flutter, REST API",CDI,Senior,Google Mobile Web Specialist,5,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2025 (Consultant Senior, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Architecte, 2021); Developpement Fullstack JS / Web - Refonte 2019 (Lead Dev, 2019)",2025,11275,3
29,No,Travel_Rarely,1389,Developpement Web & Mobile,21,4,Reseaux & Telecoms,20,2,Female,51,4,3,Developpeur Fullstack,1,Divorced,9980,10195,1,No,11,3,3,1,10,1,3,10,9,8,8,Developpement Fullstack JS / Web,"Angular, HTML/CSS, React, TypeScript, Linux, Flutter, REST API",CDI,Senior,Google Mobile Web Specialist,5,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2025 (Consultant Senior, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Architecte, 2021); Developpement Fullstack JS / Web - Refonte 2019 (Lead Dev, 2019)",2024,10674,3
32,No,Travel_Rarely,334,Developpement Backend,5,2,Systemes d Information,21,1,Male,80,4,1,Lead Developpeur Backend,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Developpement Java / Backend,"Spring Boot, .NET, Hibernate",CDD,Senior,"Spring Professional, Oracle Certified Java SE",15,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Consultant Senior, 2025); Developpement Java / Backend - Nouvelle implementation 2023 (Consultant Senior, 2023); Developpement Java / Backend - Evolution 2020 (Consultant Senior, 2020)",2025,3262,2
32,No,Travel_Rarely,334,Developpement Backend,5,2,Systemes d Information,21,1,Male,80,4,1,Lead Developpeur Backend,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Developpement Java / Backend,"Spring Boot, .NET, Hibernate",CDD,Senior,"Spring Professional, Oracle Certified Java SE",15,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Consultant Senior, 2025); Developpement Java / Backend - Nouvelle implementation 2023 (Consultant Senior, 2023); Developpement Java / Backend - Evolution 2020 (Consultant Senior, 2020)",2024,3529,1
32,No,Travel_Rarely,334,Developpement Backend,5,2,Systemes d Information,21,1,Male,80,4,1,Lead Developpeur Backend,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Developpement Java / Backend,"Spring Boot, .NET, Hibernate",CDD,Senior,"Spring Professional, Oracle Certified Java SE",15,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Consultant Senior, 2025); Developpement Java / Backend - Nouvelle implementation 2023 (Consultant Senior, 2023); Developpement Java / Backend - Evolution 2020 (Consultant Senior, 2020)",2023,3733,1
32,No,Travel_Rarely,334,Developpement Backend,5,2,Systemes d Information,21,1,Male,80,4,1,Lead Developpeur Backend,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Developpement Java / Backend,"Spring Boot, .NET, Hibernate",CDD,Senior,"Spring Professional, Oracle Certified Java SE",15,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Consultant Senior, 2025); Developpement Java / Backend - Nouvelle implementation 2023 (Consultant Senior, 2023); Developpement Java / Backend - Evolution 2020 (Consultant Senior, 2020)",2022,3769,1
32,No,Travel_Rarely,334,Developpement Backend,5,2,Systemes d Information,21,1,Male,80,4,1,Lead Developpeur Backend,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Developpement Java / Backend,"Spring Boot, .NET, Hibernate",CDD,Senior,"Spring Professional, Oracle Certified Java SE",15,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Consultant Senior, 2025); Developpement Java / Backend - Nouvelle implementation 2023 (Consultant Senior, 2023); Developpement Java / Backend - Evolution 2020 (Consultant Senior, 2020)",2021,3772,1
22,No,Non-Travel,1123,Data Science & IA,16,2,Commerce / Management,22,4,Male,96,4,1,Ingenieur Machine Learning,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,Data Science / IA / Machine Learning,"Python, Spark, TensorFlow, NLP, Deep Learning",CDI,Junior,Aucune,23,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Projet client 2024 (Analyste Junior, 2024); Data Science / IA / Machine Learning - Migration 2023 (Developpeur, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Testeur, 2022); Data Science / IA / Machine Learning - Evolution 2021 (Developpeur, 2021); Data Science / IA / Machine Learning - Migration 2020 (Analyste Junior, 2020)",2025,3046,1
22,No,Non-Travel,1123,Data Science & IA,16,2,Commerce / Management,22,4,Male,96,4,1,Ingenieur Machine Learning,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,Data Science / IA / Machine Learning,"Python, Spark, TensorFlow, NLP, Deep Learning",CDI,Junior,Aucune,23,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Projet client 2024 (Analyste Junior, 2024); Data Science / IA / Machine Learning - Migration 2023 (Developpeur, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Testeur, 2022); Data Science / IA / Machine Learning - Evolution 2021 (Developpeur, 2021); Data Science / IA / Machine Learning - Migration 2020 (Analyste Junior, 2020)",2024,2857,1
53,No,Travel_Rarely,1219,Business Intelligence & Data,2,4,Informatique,23,1,Female,78,2,4,Ingenieur Data,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7,Business Intelligence / Data Viz,"REST API, ETL, Tableau, Talend, SSIS, DAX, Data Modeling",CDI,Expert,"Microsoft PL-300 (Power BI), Google Data Analytics, Tableau Desktop Specialist",38,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Nouvelle implementation 2025 (Scrum Master, 2025); Business Intelligence / Data Viz - POC 2024 (Architecte, 2024); Business Intelligence / Data Viz - Nouvelle implementation 2023 (Tech Lead, 2023); Business Intelligence / Data Viz - Evolution 2022 (Directeur Technique, 2022); Business Intelligence / Data Viz - Migration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Nouvelle implementation 2019 (Scrum Master, 2019)",2025,17137,4
53,No,Travel_Rarely,1219,Business Intelligence & Data,2,4,Informatique,23,1,Female,78,2,4,Ingenieur Data,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7,Business Intelligence / Data Viz,"REST API, ETL, Tableau, Talend, SSIS, DAX, Data Modeling",CDI,Expert,"Microsoft PL-300 (Power BI), Google Data Analytics, Tableau Desktop Specialist",38,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Nouvelle implementation 2025 (Scrum Master, 2025); Business Intelligence / Data Viz - POC 2024 (Architecte, 2024); Business Intelligence / Data Viz - Nouvelle implementation 2023 (Tech Lead, 2023); Business Intelligence / Data Viz - Evolution 2022 (Directeur Technique, 2022); Business Intelligence / Data Viz - Migration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Nouvelle implementation 2019 (Scrum Master, 2019)",2024,15298,4
38,No,Travel_Rarely,371,Developpement Backend,2,3,Systemes d Information,24,4,Male,45,3,1,Developpeur .NET,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,Developpement Java / Backend,"C#, Agile, REST API, Maven, Django, Spring Boot, SQL",CDI,Confirme,Aucune,29,Maladie longue / Arret,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Developpeur, 2025); Developpement Java / Backend - Audit 2023 (Ingenieur, 2023); Developpement Java / Backend - Optimisation 2022 (Analyste, 2022); Developpement Java / Backend - Integration 2021 (Ingenieur, 2021); Developpement Java / Backend - Refonte 2020 (Analyste, 2020); Developpement Java / Backend - Migration 2019 (Consultant, 2019)",2025,3861,1
38,No,Travel_Rarely,371,Developpement Backend,2,3,Systemes d Information,24,4,Male,45,3,1,Developpeur .NET,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,Developpement Java / Backend,"C#, Agile, REST API, Maven, Django, Spring Boot, SQL",CDI,Confirme,Aucune,29,Maladie longue / Arret,Toujours en poste,"Developpement Java / Backend - Maintenance 2025 (Developpeur, 2025); Developpement Java / Backend - Audit 2023 (Ingenieur, 2023); Developpement Java / Backend - Optimisation 2022 (Analyste, 2022); Developpement Java / Backend - Integration 2021 (Ingenieur, 2021); Developpement Java / Backend - Refonte 2020 (Analyste, 2020); Developpement Java / Backend - Migration 2019 (Consultant, 2019)",2024,4227,1
24,No,Non-Travel,673,SAP & ERP,11,2,Informatique,26,1,Female,96,4,2,Consultant SAP,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,SAP / ERP Integration,"SAP Fiori, SAP BW, S/4HANA, SQL, REST API, Python, OData",CDI,Confirme,Aucune,44,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Migration 2025 (Ingenieur, 2025); SAP / ERP Integration - Audit 2024 (Ingenieur, 2024); SAP / ERP Integration - Integration 2021 (Consultant, 2021)",2025,3813,2
24,No,Non-Travel,673,SAP & ERP,11,2,Informatique,26,1,Female,96,4,2,Consultant SAP,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,SAP / ERP Integration,"SAP Fiori, SAP BW, S/4HANA, SQL, REST API, Python, OData",CDI,Confirme,Aucune,44,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Migration 2025 (Ingenieur, 2025); SAP / ERP Integration - Audit 2024 (Ingenieur, 2024); SAP / ERP Integration - Integration 2021 (Consultant, 2021)",2024,3971,2
24,No,Non-Travel,673,SAP & ERP,11,2,Informatique,26,1,Female,96,4,2,Consultant SAP,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,SAP / ERP Integration,"SAP Fiori, SAP BW, S/4HANA, SQL, REST API, Python, OData",CDI,Confirme,Aucune,44,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Migration 2025 (Ingenieur, 2025); SAP / ERP Integration - Audit 2024 (Ingenieur, 2024); SAP / ERP Integration - Integration 2021 (Consultant, 2021)",2023,4236,2
24,No,Non-Travel,673,SAP & ERP,11,2,Informatique,26,1,Female,96,4,2,Consultant SAP,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,SAP / ERP Integration,"SAP Fiori, SAP BW, S/4HANA, SQL, REST API, Python, OData",CDI,Confirme,Aucune,44,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Migration 2025 (Ingenieur, 2025); SAP / ERP Integration - Audit 2024 (Ingenieur, 2024); SAP / ERP Integration - Integration 2021 (Consultant, 2021)",2022,4418,2
36,Yes,Travel_Rarely,1218,Developpement Web & Mobile,9,4,Genie Logiciel,27,3,Male,82,2,1,Developpeur Fullstack,1,Single,3407,6986,7,No,23,4,2,0,10,4,3,5,3,0,3,Developpement Fullstack JS / Web,"TypeScript, Node.js, Flutter, Angular, REST API, Jira",CDD,Senior,"Google Mobile Web Specialist, Meta Front-End Developer",12,Conges / RTT / courts arrets,salaire insuffisant,"Developpement Fullstack JS / Web - Refonte 2025 (Architecte, 2025); Developpement Fullstack JS / Web - Optimisation 2022 (Tech Lead, 2022); Developpement Fullstack JS / Web - Maintenance 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - POC 2020 (Lead Dev, 2020); Developpement Fullstack JS / Web - Audit 2019 (Architecte, 2019)",2025,3872,2
